iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	target	finalRole	eventType
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117771498	false	false	false	false	mepi	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117774443	false	true	false	false	kola	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117776651	false	false	false	false	gake	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117779204	false	false	false	false	goni	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117781747	false	false	false	false	lama	listener	postTest_word
experiment2_pilot	0644-31c5642f-9992-4e44-92a9-952322b4e665	1525117787283	true	true	false	false	halo	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117893764	false	true	false	false	kepu	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117896952	true	false	false	false	lalu	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117899382	false	false	true	false	peke	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117905371	false	false	false	false	kuhe	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117910262	true	true	false	false	nupo	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117913129	false	false	true	true	gano	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117915406	false	false	false	false	goka	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117917958	false	false	false	false	wige	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117926452	false	false	false	false	hemu	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117926455	false	false	false	false	gepi	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117926456	false	false	false	false	lomo	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117941004	false	false	false	false	muga	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117941006	false	false	false	false	kihu	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117941008	false	false	false	false	wupe	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117941010	false	false	false	false	kana	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117941011	false	false	false	true	wewe	speaker	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117983128	false	true	false	false	kepu	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117986689	true	false	false	false	lalu	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117991354	false	false	true	false	peke	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117993893	false	false	false	false	kuhe	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117998178	false	false	false	false	nupo	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525117999299	false	false	false	false	gano	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525118002294	false	false	false	false	goka	listener	postTest_word
experiment2_pilot	1831-c53a6cbf-07c5-4ae0-808b-39ac577469e3	1525118005052	false	false	false	false	wige	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118036359	true	true	false	false	miha	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118038385	false	false	true	false	nupe	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118040696	false	false	true	true	nihi	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118042839	false	true	false	false	lami	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118045020	true	false	false	false	wola	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118047570	false	true	false	false	polu	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118049709	true	false	false	false	liku	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118053359	true	false	false	false	mewo	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118059676	false	false	false	true	nolo	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118062013	true	false	false	false	leho	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118063299	true	true	false	false	miha	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118064446	false	false	true	false	gige	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118066066	false	false	false	false	nupe	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118068100	false	true	false	false	winu	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118069061	false	false	true	true	nihi	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118070646	false	false	true	false	huni	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118071340	true	false	false	false	lami	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118073343	false	false	false	false	wola	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118074648	false	false	true	true	kuwu	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118075487	false	true	false	false	polu	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118077593	false	false	false	false	liku	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118078133	false	false	false	true	pawa	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118079724	false	false	false	false	mewo	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118081742	false	false	true	false	nolo	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118083990	false	false	false	false	leho	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118084020	true	true	false	false	mawe	listener	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118087536	false	true	false	false	gige	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118090056	false	false	false	false	winu	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118092803	false	false	false	false	huni	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118094925	false	false	false	false	kuwu	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118097955	false	false	false	true	pawa	speaker	postTest_word
experiment2_pilot	0709-4cf8de49-483f-4f0b-afc7-a7f355b89684	1525118100090	false	false	false	true	mawe	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118495007	true	false	false	false	wuwu	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118497436	true	false	false	false	honu	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118503987	false	true	false	false	kuha	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118508359	true	true	false	false	wewo	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118510897	false	false	false	false	gune	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118513946	false	false	false	false	nuge	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118516567	true	true	false	false	pewe	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118519238	true	false	false	false	nehu	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118521364	false	false	false	false	wike	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118523510	false	false	false	false	hago	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118525638	false	false	false	false	kohi	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118527826	false	false	false	true	mile	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118530135	false	false	false	true	keku	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118536126	true	true	false	false	pawi	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118538310	false	false	true	false	kipe	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118542384	false	false	true	true	mepu	speaker	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118570325	false	false	true	true	wuwu	listener	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118578285	true	true	false	false	honu	listener	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118581733	true	false	false	false	kuha	listener	postTest_word
experiment2_pilot	4734-f025690d-3b0f-41fd-8656-6c11c57afcd4	1525118585493	false	true	false	false	wewo	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121248196	false	false	false	false	hago	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121250205	false	false	false	true	kuge	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121253409	true	true	false	false	niki	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121257106	false	false	true	true	loma	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121260754	false	true	false	false	pawo	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121264023	false	true	true	true	hepi	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121266693	true	true	false	false	naka	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121269664	false	true	true	true	neku	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121272070	true	true	false	false	wapa	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121273719	false	true	false	false	hago	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121274326	true	false	false	false	mewu	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121276460	false	true	false	false	mopo	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121276844	false	true	false	false	kuge	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121278642	false	false	true	true	lehu	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121279683	false	true	false	false	niki	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121280768	true	false	false	false	nupe	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121282479	false	true	false	false	loma	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121282777	false	true	false	false	muha	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121285000	false	false	true	true	giwi	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121286891	false	false	false	true	pawo	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121287099	true	true	false	false	huwe	listener	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121289684	false	true	false	false	hepi	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121293888	false	false	true	true	naka	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121297676	true	false	true	false	neku	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121302836	false	false	true	false	wapa	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121306617	false	false	true	true	mewu	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121309313	true	false	false	false	mopo	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121312145	false	true	false	false	lehu	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121316103	true	false	false	false	nupe	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121322806	false	false	true	true	muha	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121325528	true	true	false	false	giwi	speaker	postTest_word
experiment2_pilot	1173-c3aa2474-8f75-463a-b5b6-1b70697de3db	1525121328777	true	false	false	false	huwe	speaker	postTest_word
